Akr1d1,unnamed (+63793),
Akr1e1,unnamed (-162408),
Akt2,"unnamed (+654), unnamed (+16201)",
Alad,unnamed (-221),
Alcam,"unnamed (+1029), unnamed (+3195)",
Aldh1a3,unnamed (-24803),
Aldh4a1,unnamed (-300),
Aldoa,"unnamed (-181), unnamed (+95)",
Aldoart1,unnamed (-94300),
Alg10b,unnamed (+69868),
Alg6,"unnamed (-206), unnamed (+417)",
Alkbh2,unnamed (+31),
Alkbh5,unnamed (+38022),
Alms1,unnamed (+187),
Alox5ap,"unnamed (+14412), unnamed (+48416), unnamed (+55926)",
Alpk1,unnamed (+246),
Alpk2,"unnamed (+218228), unnamed (+244113)",
Alpl,unnamed (+56893),
Als2cr12,unnamed (+39753),
Alyref2,"unnamed (-1627), unnamed (+70)",
Amd1,unnamed (-497),
Amdhd2,unnamed (+65),
Amfr,unnamed (+43431),
Ammecr1,unnamed (-491),
Amn,unnamed (+9246),
Amot,unnamed (-15610),
Amotl1,unnamed (-27771),
Amotl2,"unnamed (-27631), unnamed (-4)",
Anapc1,unnamed (+39),
Anapc13,unnamed (+17711),
Anapc15-ps,unnamed (-56697),
Anapc4,"unnamed (+70473), unnamed (+70832)",
Ang,"unnamed (-7112), unnamed (-5505)",
Angel2,unnamed (+16156),
Angpt1,unnamed (+37),
Angpt4,unnamed (+26887),
Angptl2,"unnamed (-615), unnamed (-74), unnamed (+14817), unnamed (+19995)",
Ank,"unnamed (-217), unnamed (+20610)",
Ank2,unnamed (+151335),
Ank3,"unnamed (-151), unnamed (+1917), unnamed (+162300)",
Ankdd1b,unnamed (+35187),
Ankfn1,"unnamed (-34440), unnamed (-28608)",
Ankfy1,unnamed (+201),
Ankrd1,"unnamed (-94731), unnamed (-87985)",
Ankrd13b,"unnamed (-452), unnamed (+4194)",
Ankrd13c,unnamed (-316),
Ankrd13d,unnamed (-84),
Ankrd2,unnamed (-21564),
Ankrd24,unnamed (-81),
Ankrd29,unnamed (-184),
Ankrd35,"unnamed (-6930), unnamed (-6451)",
Ankrd40,unnamed (-39),
Ankrd42,unnamed (+120),
Ankrd44,"unnamed (+19106), unnamed (+74599), unnamed (+75028)",
Ankrd45,"unnamed (+40846), unnamed (+53129)",
Ankrd50,"unnamed (+9029), unnamed (+68267), unnamed (+224312), unnamed (+252051), unnamed (+356005)",
Ankrd54,unnamed (+51),
Ankrd55,"unnamed (-162489), unnamed (+76152)",
Ankrd60,unnamed (-6174),
Anks1b,unnamed (+112503),
Anks3,unnamed (-92),
Anks6,unnamed (+9093),
Ano10,unnamed (-16609),
Ano3,unnamed (+740),
Ano5,unnamed (-176225),
Anp32a,"unnamed (+26), unnamed (+1575), unnamed (+21546), unnamed (+94675)",
Anp32e,unnamed (+615),
Anpep,unnamed (+31),
Antxr1,"unnamed (+296), unnamed (+65569), unnamed (+103876)",
Anxa2,"unnamed (+13800), unnamed (+15615)",
Anxa4,unnamed (-27545),
Anxa5,unnamed (+20684),
Anxa6,"unnamed (-293), unnamed (+10191), unnamed (+17482)",
Anxa7,unnamed (+47),
Ap1ar,unnamed (-173),
Ap1g1,unnamed (+44278),
Ap1m2,unnamed (-3231),
Ap1s3,"unnamed (+432), unnamed (+25310), unnamed (+32183)",
Ap2b1,unnamed (+127),
Ap2m1,unnamed (+270),
Ap3b1,unnamed (+26654),
Ap3b2,unnamed (+4041),
Ap3m1,unnamed (+216),
Ap3m2,"unnamed (-2545), unnamed (+123)",
Ap3s1,unnamed (+11819),
Ap4e1,unnamed (-953),
Ap4s1,unnamed (+300),
Ap5b1,unnamed (+319),
Ap5z1,unnamed (-30612),
Apbb1ip,unnamed (-29233),
Apbb2,"unnamed (+35373), unnamed (+81541)",
Apcdd1,unnamed (+335),
Apex2,unnamed (+1737),
Aph1b,unnamed (+258),
Aplf,unnamed (+209),
Apob,unnamed (-45000),
Apobec1,unnamed (+25),
Apobec3,unnamed (+2923),
Apobec4,unnamed (-59701),
Apod,"unnamed (-20182), unnamed (+14523)",
Apol7a,unnamed (+40361),
Apoo,unnamed (+268),
Apool,"unnamed (+127), unnamed (+392)",
App,"unnamed (-115), unnamed (+637), unnamed (+1072), unnamed (+44315), unnamed (+74064)",
Appl2,unnamed (+71),
Aptx,unnamed (+112),
Aqp1,unnamed (+36),
Aqp11,unnamed (+26),
Aqp2,unnamed (+5817),
Aqp6,unnamed (+6423),
Aqr,unnamed (+166),
Araf,unnamed (-85),
Arc,unnamed (+3019),
Arfgap2,unnamed (+18101),
Arfgef1,"unnamed (-98025), unnamed (-530)",
Arfgef2,unnamed (-11881),
Arfgef3,unnamed (+170),
Arfip1,unnamed (+35240),
Arglu1,"unnamed (-171121), unnamed (-46512)",
Arhgap10,"unnamed (+608), unnamed (+180393), unnamed (+272298), unnamed (+290088)",
Arhgap15,unnamed (+364327),
Arhgap18,unnamed (+291269),
Arhgap19,"unnamed (-312), unnamed (+5062)",
Arhgap21,unnamed (-1589),
Arhgap23,unnamed (-9548),
Arhgap24,unnamed (+66),
Arhgap26,"unnamed (-11655), unnamed (-583), unnamed (-331)",
Arhgap27,unnamed (+1511),
Arhgap28,"unnamed (-284), unnamed (+163)",
Arhgap29,unnamed (-61653),
Arhgap31,"unnamed (-39), unnamed (+25865), unnamed (+33616)",
Arhgap4,unnamed (-3600),
Arhgap42,"unnamed (-271), unnamed (+162), unnamed (+111936), unnamed (+117429)",
Arhgap5,unnamed (+814),
Arhgef1,unnamed (+1384),
Arhgef10l,"unnamed (-9156), unnamed (+98573), unnamed (+165476)",
Arhgef12,unnamed (-191),
Arhgef16,"unnamed (-146847), unnamed (-144584), unnamed (-122691), unnamed (-116795), unnamed (-113783), unnamed (-86976), unnamed (-66140), unnamed (-33134)",
Arhgef17,"unnamed (-11083), unnamed (-418), unnamed (+161), unnamed (+1004)",
Arhgef19,unnamed (+2379),
Arhgef2,"unnamed (-13674), unnamed (-5700)",
Arhgef26,unnamed (+56241),
Arhgef28,"unnamed (-267), unnamed (+28937)",
Arhgef3,unnamed (-62846),
Arhgef33,unnamed (+38082),
Arhgef7,"unnamed (+46283), unnamed (+46677)",
Arid1a,"unnamed (-60668), unnamed (-58681), unnamed (-4194), unnamed (-3618)",
Arid1b,"unnamed (-354221), unnamed (-119225), unnamed (-87528), unnamed (+63292), unnamed (+96669)",
Arid2,"unnamed (-116411), unnamed (-33019), unnamed (-3357), unnamed (-1724)",
Arid3b,unnamed (+1845),
Arid4a,unnamed (+1148),
Arid5a,unnamed (-4268),
Arid5b,"unnamed (-117690), unnamed (-75122), unnamed (-74666), unnamed (-1507), unnamed (+666), unnamed (+1534), unnamed (+2179), unnamed (+142128)",
Arl10,unnamed (-115),
Arl15,unnamed (+159),
Arl2,unnamed (+62),
Arl4a,unnamed (+137),
Arl4c,"unnamed (-107736), unnamed (-3778), unnamed (+2565), unnamed (+56430), unnamed (+78966)",
Arl4d,unnamed (-7375),
Arl6,unnamed (+38709),
Arl6ip1,unnamed (+204),
Arl6ip5,unnamed (+67),
Arl6ip6,unnamed (-340),
Armc4,unnamed (-141520),
Armc8,unnamed (+56),
Armcx4,unnamed (-1350),
Arnt2,unnamed (+427),
Arpc5,unnamed (-258),
Arpp21,unnamed (+62424),
Arrb1,unnamed (+12260),
Arrb2,unnamed (-440),
Arrdc3,unnamed (-13),
Arrdc4,"unnamed (-169994), unnamed (+31678)",
Arsb,"unnamed (+83107), unnamed (+139935)",
Arsg,"unnamed (-667), unnamed (-312)",
Art5,unnamed (+243),
Artn,"unnamed (-67938), unnamed (-43430)",
Asah1,unnamed (-198),
Asah2,unnamed (-127631),
Asap1,"unnamed (-7), unnamed (+26216), unnamed (+67789), unnamed (+156314)",
Asap3,unnamed (+14168),
Asb1,unnamed (+60259),
Asb13,unnamed (+39861),
Asb18,unnamed (-46281),
Asb4,unnamed (+732),
Asb6,unnamed (-3353),
Ascc2,unnamed (-143),
Ascc3,unnamed (-172),
Asf1a,"unnamed (-93398), unnamed (-15552), unnamed (-429), unnamed (+231)",
Asgr2,unnamed (-18856),
Ash1l,unnamed (+182),
Asic2,unnamed (-216422),
Asic3,unnamed (-420),
Asphd2,unnamed (+16620),
Asprv1,unnamed (-47335),
Ass1,unnamed (+14883),
Aste1,unnamed (-199),
Astn2,unnamed (+278),
Asxl1,unnamed (+832),
Asxl2,"unnamed (-213), unnamed (+55801)",
Asxl3,unnamed (-1412),
Atad2,unnamed (-106),
Atad2b,"unnamed (+65), unnamed (+662)",
Atat1,unnamed (+6060),
Ate1,unnamed (-225),
Atf2,"unnamed (-416), unnamed (+474)",
Atf3,unnamed (-145),
Atf4,"unnamed (+120), unnamed (+410)",
Atf5,unnamed (-8079),
Atf6,unnamed (+98),
Atf6b,"unnamed (-5601), unnamed (+1747)",
Atf7,unnamed (+15),
Atf7ip,"unnamed (-50857), unnamed (-49861), unnamed (-47693), unnamed (-32336), unnamed (-163), unnamed (+117), unnamed (+14030)",
Atg10,unnamed (-275),
Atg13,unnamed (+79),
Atg16l1,unnamed (-189),
Atg4b,unnamed (+12897),
Atg4c,"unnamed (-3636), unnamed (+87)",
Atg7,"unnamed (+83715), unnamed (+138872)",
Atl2,"unnamed (-64701), unnamed (-24057), unnamed (-15844), unnamed (+783)",
Atl3,unnamed (+90),
Atn1,unnamed (-2516),
Atoh1,"unnamed (-363), unnamed (-28)",
Atoh8,unnamed (+18680),
Atp11b,"unnamed (-480618), unnamed (-435923), unnamed (-435535), unnamed (-413134), unnamed (+75)",
Atp13a3,unnamed (-903),
Atp1a1,"unnamed (-7525), unnamed (+41795), unnamed (+52636), unnamed (+60297)",
Atp1b1,"unnamed (-7433), unnamed (+51116)",
Atp1b2,unnamed (+112),
Atp1b3,unnamed (-191),
Atp23,"unnamed (-27240), unnamed (-558), unnamed (+31507)",
Atp2a1,unnamed (+1893),
Atp2b1,"unnamed (-230655), unnamed (-166060), unnamed (-1127)",
Atp2b2,"unnamed (-78322), unnamed (-31314), unnamed (+91126)",
Atp2c1,unnamed (+14329),
Atp5g2,"unnamed (-22827), unnamed (-49), unnamed (+14016)",
Atp5j,"unnamed (-158664), unnamed (-150819), unnamed (-86153), unnamed (-84609)",
Atp5j2,unnamed (+603),
Atp5o,"unnamed (-4716), unnamed (+32357), unnamed (+90500), unnamed (+91027)",
Atp5s,unnamed (+137),
Atp6ap1,unnamed (+96),
Atp6v0a4,"unnamed (-46435), unnamed (-11413)",
Atp6v0e,unnamed (-25463),
Atp6v0e2,unnamed (-6614),
Atp6v1b1,unnamed (+1716),
Atp6v1d,unnamed (-11),
Atp6v1e1,unnamed (+239),
Atp6v1f,"unnamed (+155), unnamed (+473)",
Atp8a1,unnamed (-277),
Atp8a2,unnamed (+126848),
Atp8b1,unnamed (-243),
Atp9a,unnamed (+56470),
Atpaf1,unnamed (+8297),
Atpaf2,"unnamed (+163), unnamed (+23643)",
Atraid,unnamed (+223),
Atrnl1,unnamed (-66956),
Atxn1,"unnamed (-44101), unnamed (-828), unnamed (+42405), unnamed (+155720)",
Atxn2l,unnamed (-329),
Atxn7l1,"unnamed (-99780), unnamed (-16280)",
Aurkaip1,unnamed (+134),
Aurkc,unnamed (-81486),
Avl9,unnamed (+144),
Axin2,"unnamed (-62832), unnamed (-2736), unnamed (+291), unnamed (+1089), unnamed (+2686)",
Azi2,"unnamed (-166970), unnamed (+198)",
Azin1,"unnamed (+941), unnamed (+61910), unnamed (+87384)",
Azin2,"unnamed (-4317), unnamed (-143)",
B130006D01Rik,unnamed (+49758),
B230118H07Rik,unnamed (+132),
B230219D22Rik,unnamed (+568),
B230307C23Rik,"unnamed (+97), unnamed (+85047)",
B3galnt1,unnamed (+81685),
B3galt2,unnamed (-136719),
B3gat2,unnamed (+987),
B3glct,unnamed (+17346),
B3gnt2,unnamed (+60039),
B3gnt7,unnamed (-63952),
B430305J03Rik,"unnamed (+126), unnamed (+1754)",
B4galnt3,"unnamed (-8254), unnamed (+5884), unnamed (+39624), unnamed (+58499)",
B4galt1,"unnamed (-19957), unnamed (-310), unnamed (+10095)",
B4galt4,"unnamed (+600), unnamed (+11746)",
B9d1,unnamed (+68),
B9d2,unnamed (-302),
BC003331,unnamed (-732),
BC003965,unnamed (+555),
BC017643,unnamed (+248),
BC025920,unnamed (-466),
BC029722,unnamed (+383),
BC034090,"unnamed (-48621), unnamed (-47873), unnamed (-1434), unnamed (+2631)",
BC035947,"unnamed (-55929), unnamed (-13925)",
BC048403,"unnamed (+120807), unnamed (+145796)",
BC048679,unnamed (-25388),
BC051665,unnamed (+62558),
BC052040,"unnamed (-233285), unnamed (-98011)",
BC067074,"unnamed (+43835), unnamed (+44495)",
BC106179,unnamed (-18217),
Babam2,unnamed (+208317),
Bach2,"unnamed (-42200), unnamed (+819), unnamed (+64400)",
Bad,"unnamed (-189), unnamed (+10805)",
Bag3,unnamed (+1566),
Bag4,unnamed (-203),
Bag6,unnamed (-192),
Bahcc1,"unnamed (-16109), unnamed (-12581), unnamed (-6873), unnamed (-3793), unnamed (-1434), unnamed (+2777), unnamed (+5570), unnamed (+10537), unnamed (+29314), unnamed (+37141)",
Banf2,unnamed (+37573),
Banp,"unnamed (+31133), unnamed (+93088), unnamed (+96656)",
Bard1,unnamed (-66),
Barhl1,unnamed (+149),
Barx1,unnamed (+54143),
Basp1,unnamed (-55834),
Batf,unnamed (+81),
Baz2a,unnamed (-1544),
Bbc3,unnamed (-9765),
Bbip1,unnamed (+370),
Bbox1,unnamed (+125788),
Bbs2,"unnamed (+196), unnamed (+566)",
Bbs4,unnamed (-44),
Bbs5,"unnamed (-25951), unnamed (-6737)",
Bbs9,"unnamed (-75), unnamed (+125955), unnamed (+290036)",
Bbx,"unnamed (+243177), unnamed (+259414)",
Bcar3,"unnamed (+13219), unnamed (+27083), unnamed (+64058)",
Bcas1,"unnamed (+15733), unnamed (+16592), unnamed (+119150)",
Bcas2,unnamed (+27264),
Bcas3,unnamed (-322),
Bche,unnamed (+115),
Bckdhb,"unnamed (-596), unnamed (+37508), unnamed (+124474), unnamed (+126296), unnamed (+189286)",
Bcl11a,"unnamed (+2655), unnamed (+269270)",
Bcl11b,unnamed (+26822),
Bcl2,"unnamed (+83918), unnamed (+164635)",
